Source URL,Broken Link,Status,Line Number
http://www.kevsrobots.com/blog/clusteredpi,http://www.kevsrobots.com/blog/clusteredpi,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/reviews/pironman5.html,http://www.kevsrobots.com/reviews/pironman5.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/reviews/nvme-base.html,http://www.kevsrobots.com/reviews/nvme-base.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/reviews/xgo.html,http://www.kevsrobots.com/reviews/xgo.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/reviews/wukong-2040.html,http://www.kevsrobots.com/reviews/wukong-2040.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/reviews/cutebot.html,http://www.kevsrobots.com/reviews/cutebot.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/resources/glossary#rtk,http://www.kevsrobots.com/resources/glossary#rtk,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/reviews,http://www.kevsrobots.com/reviews,"HTTPConnectionPool(host='kevsrobots', port=3333): Max retries exceeded with url: /reviews/ (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0x1223918d0>: Failed to establish a new connection: [Errno 8] nodename nor servname provided, or not known'))",N/A
http://www.kevsrobots.com/blog/duckface.html,http://www.kevsrobots.com/blog/duckface.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/blog/build-your-own-ai-series.html,http://www.kevsrobots.com/blog/build-your-own-ai-series.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Power,http://www.kevsrobots.com/tags#Power,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Robotic Arm,http://www.kevsrobots.com/tags#Robotic Arm,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Robots,http://www.kevsrobots.com/tags#Robots,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Streamdeck,http://www.kevsrobots.com/tags#Streamdeck,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Three Laws of Robotics,http://www.kevsrobots.com/tags#Three Laws of Robotics,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Time Machine,http://www.kevsrobots.com/tags#Time Machine,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Tiny Robot,http://www.kevsrobots.com/tags#Tiny Robot,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Tutorial,http://www.kevsrobots.com/tags#Tutorial,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Tweepy,http://www.kevsrobots.com/tags#Tweepy,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Twitter,http://www.kevsrobots.com/tags#Twitter,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#Web server,http://www.kevsrobots.com/tags#Web server,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#XEyes,http://www.kevsrobots.com/tags#XEyes,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#arm,http://www.kevsrobots.com/tags#arm,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#battery,http://www.kevsrobots.com/tags#battery,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#beginners,http://www.kevsrobots.com/tags#beginners,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#bugs,http://www.kevsrobots.com/tags#bugs,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#camera,http://www.kevsrobots.com/tags#camera,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#cluster,http://www.kevsrobots.com/tags#cluster,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#companion bot,http://www.kevsrobots.com/tags#companion bot,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#cutebot,http://www.kevsrobots.com/tags#cutebot,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#midi,http://www.kevsrobots.com/tags#midi,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/tags#music,http://www.kevsrobots.com/tags#music,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/blog/viam-slam#how-to-start-the-slam-cartographer,http://www.kevsrobots.com/blog/viam-slam#how-to-start-the-slam-cartographer,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/blog/viam-slam#viewing-the-lidar-map,http://www.kevsrobots.com/blog/viam-slam#viewing-the-lidar-map,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/learn/eye_mechanism/,http://www.kevsrobots.com/learn/eye_mechanism/,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/blog/python13.html,http://www.kevsrobots.com/blog/python13.html,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/blog/esp32cam-to-python,http://www.kevsrobots.com/blog/esp32cam-to-python,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/assets/stl/burgerbot_v2/cog_wheel.stl,http://www.kevsrobots.com/assets/stl/burgerbot_v2/cog_wheel.stl,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/heybot,http://www.kevsrobots.com/heybot,"HTTPConnectionPool(host='www.kevsrobots.com', port=80): Read timed out. (read timeout=5)",N/A
http://www.kevsrobots.com/blog/omnibot.html,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/omnibot.html,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/omnibot.html,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/omnibot.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/omnibot.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/weatherbot.html,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/weatherbot.html,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/weatherbot.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/weatherbot.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/weatherbot.html,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/facebot.html,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/facebot.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/facebot.html,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/facebot.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/facebot.html,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/googley-googley-eyes.html,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/googley-googley-eyes.html,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/googley-googley-eyes.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/googley-googley-eyes.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/googley-googley-eyes.html,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/googley-googley-eyes.html,https://platform.openai.com,403,1103
http://www.kevsrobots.com/robots/,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",854
http://www.kevsrobots.com/robots/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",851
http://www.kevsrobots.com/robots/,https://www.raspberrypi.com/,403,863
http://www.kevsrobots.com/robots/,https://www.opensauce.live/,403,857
http://www.kevsrobots.com/robots/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",851
http://www.kevsrobots.com/blog/timemachine,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/timemachine,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/timemachine,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/timemachine,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/timemachine,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/timemachine,https://www.raspberrypi.org/software/,403,1046
http://www.kevsrobots.com/blog/sync-files-with-syncthing,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/sync-files-with-syncthing,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/sync-files-with-syncthing,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/sync-files-with-syncthing,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/sync-files-with-syncthing,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/motion-controlled-arm,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/motion-controlled-arm,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/motion-controlled-arm,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/motion-controlled-arm,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/motion-controlled-arm,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/docker-swarm,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/docker-swarm,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/docker-swarm,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/docker-swarm,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/docker-swarm,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/docker-swarm,https://www.threads.net/@kevinmcaleer,429,1198
http://www.kevsrobots.com/blog/enigma,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/enigma,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/enigma,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/enigma,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/enigma,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/ollama,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/ollama,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/ollama,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/blog/ollama,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/ollama,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/raspberry-pi-5-nvme,https://www.raspberrypi.com/,403,862
http://www.kevsrobots.com/blog/raspberry-pi-5-nvme,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",853
http://www.kevsrobots.com/blog/raspberry-pi-5-nvme,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",850
http://www.kevsrobots.com/blog/raspberry-pi-5-nvme,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",850
http://www.kevsrobots.com/blog/raspberry-pi-5-nvme,https://www.opensauce.live/,403,856
http://www.kevsrobots.com/blog/build-a-home-server,https://www.raspberrypi.com/,403,866
http://www.kevsrobots.com/blog/build-a-home-server,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/blog/build-a-home-server,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/build-a-home-server,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/blog/build-a-home-server,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/robots/projects,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",854
http://www.kevsrobots.com/robots/projects,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",851
http://www.kevsrobots.com/robots/projects,https://www.raspberrypi.com/,403,863
http://www.kevsrobots.com/robots/projects,https://www.opensauce.live/,403,857
http://www.kevsrobots.com/robots/projects,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",851
http://www.kevsrobots.com/robots/links,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",850
http://www.kevsrobots.com/robots/links,https://www.raspberrypi.com/,403,862
http://www.kevsrobots.com/robots/links,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",853
http://www.kevsrobots.com/robots/links,https://www.opensauce.live/,403,856
http://www.kevsrobots.com/robots/links,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",850
http://www.kevsrobots.com/gear/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",846
http://www.kevsrobots.com/gear/,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",849
http://www.kevsrobots.com/gear/,https://www.raspberrypi.com/,403,858
http://www.kevsrobots.com/gear/,https://www.opensauce.live/,403,852
http://www.kevsrobots.com/gear/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",846
http://www.kevsrobots.com/gear/,https://www.pimoroni.com/inventor2040w,"HTTPSConnectionPool(host='www.pimoroni.com', port=443): Max retries exceeded with url: /inventor2040w (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))",979
http://www.kevsrobots.com/gear/,https://www.pimoroni.com/inventor2040w,"HTTPSConnectionPool(host='www.pimoroni.com', port=443): Max retries exceeded with url: /inventor2040w (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))",979
http://www.kevsrobots.com/gear/,https://amzn.to/3XqFiKc,404,1022
http://www.kevsrobots.com/gear/,https://amzn.to/3XqFiKc,404,1022
http://www.kevsrobots.com/gear/,https://www.pimoroni.com/nvmebase,"HTTPSConnectionPool(host='www.pimoroni.com', port=443): Max retries exceeded with url: /nvmebase (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))",1104
http://www.kevsrobots.com/gear/,https://www.pimoroni.com/nvmebase,"HTTPSConnectionPool(host='www.pimoroni.com', port=443): Max retries exceeded with url: /nvmebase (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:997)')))",1104
http://www.kevsrobots.com/gear/,https://www.sunfounder.com/collections/arduino-diy-robot/products/sunfounder-galaxyrvr-mars-rover-kit),404,1125
http://www.kevsrobots.com/gear/,https://www.sunfounder.com/collections/arduino-diy-robot/products/sunfounder-galaxyrvr-mars-rover-kit),404,1125
http://www.kevsrobots.com/reviews/,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",854
http://www.kevsrobots.com/reviews/,https://www.opensauce.live/,403,857
http://www.kevsrobots.com/reviews/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",851
http://www.kevsrobots.com/reviews/,https://www.raspberrypi.com/,403,863
http://www.kevsrobots.com/reviews/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",851
http://www.kevsrobots.com/pimoroni,https://www.raspberrypi.com/,403,862
http://www.kevsrobots.com/pimoroni,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",853
http://www.kevsrobots.com/pimoroni,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",850
http://www.kevsrobots.com/pimoroni,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",850
http://www.kevsrobots.com/pimoroni,https://www.opensauce.live/,403,856
http://www.kevsrobots.com/about/,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",856
http://www.kevsrobots.com/about/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",853
http://www.kevsrobots.com/about/,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",853
http://www.kevsrobots.com/about/,https://www.opensauce.live/,403,859
http://www.kevsrobots.com/about/,https://www.raspberrypi.com/,403,865
http://www.kevsrobots.com/about/bio.html,https://liverpoolmakefest.org/,"('Connection aborted.', ConnectionResetError(54, 'Connection reset by peer'))",857
http://www.kevsrobots.com/about/bio.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/about/bio.html,https://www.makerfairerome.eu/,"HTTPSConnectionPool(host='www.makerfairerome.eu', port=443): Max retries exceeded with url: / (Caused by SSLError(CertificateError(""hostname 'www.makerfairerome.eu' doesn't match either of 'digital.makerfairerome.eu', 'makerfairerome.eu'"")))",854
http://www.kevsrobots.com/about/bio.html,https://www.opensauce.live/,403,860
http://www.kevsrobots.com/about/bio.html,https://www.raspberrypi.com/,403,866
