cluster,Views,Watch time (hours),Subscribers,Estimated revenue (GBP),Impressions click-through rate (%),avg_view_duration,views_per_day,subscriber_conversion,Duration,performance_score,cluster_name,video_count
0,16373.121951219513,1143.9555524390244,186.0121951219512,47.516,5.438536585365854,4.481827514054136,24.004563350788363,1.207427765328127,2452.987804878049,0.13341180136095493,🔄 Growing Videos,82
1,4218.8654970760235,85.80297368421053,18.228070175438596,4.599076023391813,2.686081871345029,1.269117751018838,5.658130376692733,0.41608146307079646,309.48538011695905,0.036138831178173944,📉 Underperformers,171
2,58703.583333333336,4826.3125,764.0833333333334,181.8545,5.826666666666667,5.707755573633716,115.56617136674303,1.4271690207169663,3464.0,0.39387339672185334,✅ Solid Performers,12
3,2583.922374429224,250.82783698630138,22.69406392694064,9.933000000000002,2.6919634703196347,6.041449975955761,6.627615527519146,0.7995956176346052,3829.8538812785387,0.044188522710188895,📉 Underperformers,219
4,122706.0,8443.1417,2794.0,425.883,4.61,4.128473766563982,73.25731343283582,2.276987270386126,4056.0,0.7841582957987685,🌟 Star Performers (High Engagement),1
